instance_id,filename,rel_path,motif_name,motif_folder,all_motifs_dir,origin_images,Source Workshop,year_collected,image_type,image_resolution,color_profile,annotator_initials
5311,Seritan_00780.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00780.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5312,Seritan_00781.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00781.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5313,Seritan_00782.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00782.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5314,Seritan_00783.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00783.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5315,Seritan_00784.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00784.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5316,Seritan_00785.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00785.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5317,Seritan_00786.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00786.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
5318,Seritan_00787.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00787.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5319,Seritan_00788.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00788.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5320,Seritan_00789.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00789.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5321,Seritan_00790.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00790.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5322,Seritan_00791.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00791.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5323,Seritan_00792.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00792.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5324,Seritan_00793.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00793.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5325,Seritan_00794.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00794.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5326,Seritan_00795.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00795.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5327,Seritan_00796.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00796.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5328,Seritan_00797.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00797.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
5329,Seritan_00798.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00798.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5330,Seritan_00799.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00799.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5331,Seritan_00800.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00800.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5332,Seritan_00801.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00801.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5333,Seritan_00802.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00802.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5334,Seritan_00803.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00803.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5335,Seritan_00804.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00804.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5336,Seritan_00805.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00805.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5337,Seritan_00806.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00806.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5338,Seritan_00807.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00807.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5339,Seritan_00808.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00808.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
5340,Seritan_00809.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00809.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5341,Seritan_00810.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00810.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5342,Seritan_00811.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00811.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5343,Seritan_00812.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00812.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5344,Seritan_00813.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00813.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5345,Seritan_00814.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00814.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5346,Seritan_00815.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00815.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5347,Seritan_00816.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00816.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5348,Seritan_00817.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00817.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5349,Seritan_00818.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00818.jpg,Seritan,Seritan,all_motifs (1328),Isen Cloth 3.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5350,Seritan_00819.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00819.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
5351,Seritan_00820.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00820.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
5352,Seritan_00821.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00821.jpg,Seritan,Seritan,all_motifs (1328),Isen Cloth 3.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5353,Seritan_00822.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00822.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5354,Seritan_00823.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00823.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5355,Seritan_00824.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00824.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5356,Seritan_00825.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00825.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5357,Seritan_00826.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00826.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5358,Seritan_00827.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00827.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5359,Seritan_00828.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00828.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5360,Seritan_00829.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00829.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5361,Seritan_00830.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00830.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5362,Seritan_00831.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00831.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
5363,Seritan_00832.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00832.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5364,Seritan_00833.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00833.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5365,Seritan_00834.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00834.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5366,Seritan_00835.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00835.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5367,Seritan_00836.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00836.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5368,Seritan_00837.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00837.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5369,Seritan_00838.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00838.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5370,Seritan_00839.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00839.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
5371,Seritan_00840.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00840.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5372,Seritan_00841.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00841.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5373,Seritan_00842.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00842.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5374,Seritan_00843.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00843.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5375,Seritan_00844.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00844.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5376,Seritan_00845.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00845.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5377,Seritan_00846.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00846.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5378,Seritan_00847.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00847.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5379,Seritan_00848.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00848.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5380,Seritan_00849.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00849.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
5381,Seritan_00850.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00850.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5382,Seritan_00851.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00851.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5383,Seritan_00852.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00852.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5384,Seritan_00853.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00853.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5385,Seritan_00854.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00854.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5386,Seritan_00855.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00855.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5387,Seritan_00856.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00856.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5388,Seritan_00857.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00857.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5389,Seritan_00858.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00858.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5390,Seritan_00859.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00859.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
5391,Seritan_00860.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00860.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5392,Seritan_00861.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00861.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5393,Seritan_00862.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00862.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5394,Seritan_00863.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00863.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5395,Seritan_00864.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00864.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5396,Seritan_00865.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00865.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5397,Seritan_00866.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00866.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5398,Seritan_00867.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00867.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5399,Seritan_00868.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00868.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5400,Seritan_00869.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00869.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5401,Seritan_00870.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00870.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
5402,Seritan_00871.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00871.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5403,Seritan_00872.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00872.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5404,Seritan_00873.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00873.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5405,Seritan_00874.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00874.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5406,Seritan_00875.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00875.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5407,Seritan_00876.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00876.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5408,Seritan_00877.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00877.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5409,Seritan_00878.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00878.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
