instance_id,filename,rel_path,motif_name,motif_folder,all_motifs_dir,origin_images,Source Workshop,year_collected,image_type,image_resolution,color_profile,annotator_initials
5191,Seritan_00660.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00660.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5194,Seritan_00663.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00663.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5196,Seritan_00665.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00665.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5198,Seritan_00667.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00667.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5200,Seritan_00669.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00669.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5201,Seritan_00670.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00670.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5203,Seritan_00672.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00672.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5206,Seritan_00675.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00675.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5208,Seritan_00677.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00677.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5214,Seritan_00683.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00683.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5215,Seritan_00684.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00684.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5218,Seritan_00687.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00687.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5219,Seritan_00688.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00688.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
5220,Seritan_00689.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00689.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5222,Seritan_00691.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00691.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5223,Seritan_00692.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00692.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5224,Seritan_00693.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00693.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5227,Seritan_00696.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00696.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5228,Seritan_00697.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00697.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5229,Seritan_00698.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00698.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5238,Seritan_00707.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00707.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5240,Seritan_00709.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00709.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
5242,Seritan_00711.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00711.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5245,Seritan_00714.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00714.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5247,Seritan_00716.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00716.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5248,Seritan_00717.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00717.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5249,Seritan_00718.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00718.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5250,Seritan_00719.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00719.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5253,Seritan_00722.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00722.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5255,Seritan_00724.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00724.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5257,Seritan_00726.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00726.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5259,Seritan_00728.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00728.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5261,Seritan_00730.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00730.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5262,Seritan_00731.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00731.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5265,Seritan_00734.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00734.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5266,Seritan_00735.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00735.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5268,Seritan_00737.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00737.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5270,Seritan_00739.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00739.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5271,Seritan_00740.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00740.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5272,Seritan_00741.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00741.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5273,Seritan_00742.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00742.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5274,Seritan_00743.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00743.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
5277,Seritan_00746.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00746.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5278,Seritan_00747.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00747.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5279,Seritan_00748.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00748.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5280,Seritan_00749.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00749.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5283,Seritan_00752.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00752.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5284,Seritan_00753.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00753.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
5286,Seritan_00755.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00755.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5289,Seritan_00758.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00758.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5292,Seritan_00761.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00761.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5293,Seritan_00762.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00762.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5299,Seritan_00768.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00768.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5301,Seritan_00770.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00770.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5305,Seritan_00774.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00774.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5309,Seritan_00778.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00778.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5311,Seritan_00780.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00780.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5316,Seritan_00785.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00785.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5317,Seritan_00786.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00786.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
5318,Seritan_00787.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00787.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5319,Seritan_00788.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00788.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5320,Seritan_00789.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00789.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5321,Seritan_00790.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00790.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5322,Seritan_00791.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00791.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5328,Seritan_00797.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00797.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
5330,Seritan_00799.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00799.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5331,Seritan_00800.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00800.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5332,Seritan_00801.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00801.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5337,Seritan_00806.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00806.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5338,Seritan_00807.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00807.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5339,Seritan_00808.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00808.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
5342,Seritan_00811.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00811.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5344,Seritan_00813.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00813.jpg,Seritan,Seritan,all_motifs (1328),Artisan Latar Tanahan.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5351,Seritan_00820.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00820.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
5352,Seritan_00821.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00821.jpg,Seritan,Seritan,all_motifs (1328),Isen Cloth 3.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5353,Seritan_00822.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00822.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5354,Seritan_00823.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00823.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5356,Seritan_00825.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00825.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5358,Seritan_00827.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00827.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5360,Seritan_00829.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00829.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5361,Seritan_00830.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00830.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5362,Seritan_00831.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00831.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
5366,Seritan_00835.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00835.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5367,Seritan_00836.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00836.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5372,Seritan_00841.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00841.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5377,Seritan_00846.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00846.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5378,Seritan_00847.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00847.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5384,Seritan_00853.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00853.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5391,Seritan_00860.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00860.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5392,Seritan_00861.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00861.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5393,Seritan_00862.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00862.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5394,Seritan_00863.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00863.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5396,Seritan_00865.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00865.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5399,Seritan_00868.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00868.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5400,Seritan_00869.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00869.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5401,Seritan_00870.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00870.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),142 x 142,sRGB IEC61966-2.1,VJB
5405,Seritan_00874.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00874.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5406,Seritan_00875.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00875.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
5411,Seritan_00880.jpg,Batik_Lasem/motifs (isen-isen)/Seritan/all_motifs (1328)/Seritan_00880.jpg,Seritan,Seritan,all_motifs (1328),Batik Artisan with Seritan Background.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
